num,summary,grade,review
390,"색상: (10)WHITE / 사이즈: XL(105)
핏오버핏이에요사이즈많이 커요 (총 기장)착용감아주 편해요",5,확실히 레이어드용으로 굿이에요!
391,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏오버핏이에요착용감편해요",3,생각 했던것보다 기장이 더 길어요ㅠㅠ XS도 있으면 좋겠네요..
392,"색상: (10)WHITE / 사이즈: L(100)
핏오버핏이에요사이즈잘 맞아요착용감편해요",5,레이어드용으로 굿입니다 저렴하게 잘산것같아요
393,"색상: (10)WHITE / 사이즈: S(090)
체형남성178cm65kg상의 L보통 어깨보통 팔길이사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,아주 맘에 들어하네요.가격대비 굿!!
394,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,배송도 빠르고 좋아요
395,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드 하기 좋아요.
396,"색상: (10)WHITE / 사이즈: XL(105)
체형남성181cm93kg상의 2XL보통 어깨사이즈잘 맞아요핏적당해요착용감편해요",5,속에 입을 용으로는 좋네요 겉에는 못입습니다
397,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요 (총 기장)핏적당해요착용감편해요",5,소재 부드럽고 목부분 탄탄하게 덧대어져있어서 좋아요
398,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",4,재구매편하게잘입고있어요~
399,"색상: (10)WHITE / 사이즈: L(100)
핏적당해요사이즈많이 커요 (기타)착용감아주 편해요",5,175/L 사이즈 딱 맞아요! 배송도 빠름!
400,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,길이도 적당하니 좋네요
401,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,좋아요 아이가 입기 좋아요
402,"색상: (10)WHITE / 사이즈: XL(105)
체형여성140cm35kg사이즈잘 맞아요핏적당해요착용감편해요",5,빠른배송 감사합니다.
403,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",4,좋은거같아요 ~~~~
404,"색상: (10)WHITE / 사이즈: M(095)
체형남성175cm68kg상의 L사이즈잘 맞아요핏적당해요착용감편해요",5,생각보다 핏도좋고 좋습니다
405,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,이너로 입으려고 샀습니다. 기대돼요
406,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (가슴)핏적당해요착용감편해요",3,생각보다 괜찮고 편했습니다
407,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏오버핏이에요착용감편해요",5,배송도 빠르고 레이어드용으로 구매했는데 잘 맞는거 같아요
408,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,이너용으로 입을 꺼라 좋앙ㅎ
409,"색상: (10)WHITE / 사이즈: L(100)
핏오버핏이에요사이즈많이 커요착용감아주 편해요",5,핏좋아요 재질 신축성 좋아요
410,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,핏도 마음에 들고 완전 대만족이에여!!
411,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,할인 많이 받아 샀습니다 잘입을게요~
412,"색상: (10)WHITE / 사이즈: L(100)
사이즈약간 커요 (어깨)핏오버핏이에요착용감편해요",5,핏은 살짝 오버핏이고 기장은 길어서 레이어드로 입기 편할거 같네요
413,"색상: (10)WHITE / 사이즈: XL(105)
체형남성185cm78kg상의 XL보통 어깨팔이 긴 편사이즈잘 맞아요핏오버핏이에요착용감편해요",5,레이어드티 처음 사봤는데 맨투맨과 맞춰입기좋습니다.
414,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",4,옷이 살짝 얇은거 빼고는 세일가에 싸게잘사서 만족합니다
415,"색상: (10)WHITE / 사이즈: XL(105)
체형남성178cm87kg상의 XL보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,사이즈 핏감 넉넉하게 딱 좋아요
416,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,사이즈도 좋고 품질도 좋습니다.
417,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,할인상품이라 가성비가 너무 좋았습니다
418,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",4,핏도 좋고 편하고 레이어드로 넘 좋아요
419,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,재질이나 핏이 가격대비 만족합니다.
420,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,빠른 배송 좋은 품질 최고입니다.
421,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감편해요",5,"레이어드 해서 입기 좋고, 재질 두께 너무 좋습니다!"
422,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,아주만족합니다 아주만족합니다 아주만족합니다
423,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (총 기장)핏오버핏이에요착용감편해요",5,평상시 입는거에 한치수 작게 시키면 좋을거 같아요
424,"색상: (10)WHITE / 사이즈: XL(105)
체형남성179cm78kg사이즈잘 맞아요핏적당해요착용감편해요",5,디자인 좋고 잘 맞아요
425,"색상: (10)WHITE / 사이즈: L(100)
체형남성174cm77kg상의 L보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",4,약간 오버핏 이지만 안에입기에는 적당힙니다
426,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,가성비 최고 좋아요
427,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,배송도 빠르고 아주좋습니다
428,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드티 찾는중에 가격도 좋고 상품도 괜찮아요
429,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,레이어드로 입으려 샀어요
430,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",5,기장이 길어서 레이어드 하기에 좋아요
431,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",4,편하게잘입을듯해요~
432,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",5,롱티라서 편합니다.
433,"색상: (10)WHITE / 사이즈: XL(105)
체형여성57kg사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,저렴하게 사서 레이어드티 잘 입겠어요
434,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",5,질도 좋고 또 사고 싶네요
435,"색상: (10)WHITE / 사이즈: S(090)
사이즈약간 커요 (총 기장)핏오버핏이에요착용감아주 편해요",4,생각보다 s가 신장 165cm에 맞춰잇어서 큽니다 참고하세요!
436,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (총 기장)핏오버핏이에요착용감아주 편해요",5,베송빠르고 레이어드라 기장은 긴편
437,"색상: (10)WHITE / 사이즈: L(100)
체형남성사이즈잘 맞아요핏적당해요착용감편해요",4,"레이어드용으로구매
가성비갠차나요"
438,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (총 기장)핏적당해요착용감편해요",4,"바지는 그럭저럭, 티는 좀 긴거빼곤 다좋음"
439,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감아주 편해요",4,편하게잘입을듯해요~~
440,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",1,"이건 따로 보내시고 다른건 왜 유연제까지
부어 보내심 ~~???"
441,"색상: (10)WHITE / 사이즈: XL(105)
체형남성사이즈약간 커요 (총 기장)핏오버핏이에요착용감아주 편해요",5,빠른배송 잘받았습니다.
442,"색상: (10)WHITE / 사이즈: S(090)
체형165cm48kg상의 M사이즈잘 맞아요핏적당해요착용감편해요",5,가성비가 좋아 감사합니다.
443,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감편해요",5,딱 이너용으로 좋아요.
444,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,할인된 가격에 잘 구매했습니다~
445,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏오버핏이에요착용감편해요",5,레이어드용으로 긴 기장 만족
446,"색상: (10)WHITE / 사이즈: L(100)
체형남성172cm69kg상의 L보통 어깨보통 팔길이사이즈약간 커요 (총 기장)핏오버핏이에요착용감아주 편해요",4,재질 좋은데 역시 기장이 좀 기네요
447,"색상: (10)WHITE / 사이즈: L(100)
체형남성178cm73kg상의 L보통 어깨팔이 긴 편사이즈약간 커요 (총 기장)핏오버핏이에요착용감편해요",5,오버핏 감안하면 사이즈 적당해요~~^^
448,"색상: (10)WHITE / 사이즈: L(100)
사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,그냥 입기도 좋고 겉옷에 받쳐 입기도 괜찮아요
449,"색상: (10)WHITE / 사이즈: M(095)
핏오버핏이에요사이즈잘 맞아요착용감아주 편해요",5,배송 빠르고 좋아요
450,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,제품 배송 모두 만족합니다.
451,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,레어어드하기 너무 좋습니다.
452,"색상: (10)WHITE / 사이즈: L(100)
체형여성160cm55kg상의 M보통 어깨보통 팔길이사이즈약간 커요핏적당해요착용감편해요",1,기대이하ㅡ 잠옷으로 입을게여
453,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",3,편하게 입으려고 구매했읍니다.
454,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,M L 두개 샀는데 두개 다 짱 좋아요
455,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,이너로 아주 좋습니다 ㅋㅋㅋ
456,"색상: (10)WHITE / 사이즈: S(090)
사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,약간 길지만 잘 입을게요
457,"색상: (10)WHITE / 사이즈: L(100)
체형남성183cm80kg상의 XL팔이 긴 편사이즈잘 맞아요핏적당해요착용감편해요",5,매우 편하고 좋습니다~!!^^
458,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏오버핏이에요착용감편해요",5,레이어드해서 입기좋음
459,"색상: (10)WHITE / 사이즈: XL(105)
체형여성57kg사이즈잘 맞아요핏적당해요착용감편해요",5,편하게 잘 입겠어요
460,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드 완전 적합 !
461,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,편하고 좋아여...
462,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",3,^^~~~~~~~~
463,"색상: (10)WHITE / 사이즈: L(100)
핏오버핏이에요사이즈많이 커요 (총 기장)착용감아주 편해요",4,많이 커요~~~~~
464,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,딱 원하던 타입 입니다.
465,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,감사합니다 만족합니다
466,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,감사합니다 만족합니다
467,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",3,좋아요 좋아요 좋아요
